CountyName	PrecinctName	Amend #2 Yes	Amend #2 No	Amend #3 Yes	Amend #3 No	Amend #6 Yes	Amend #6 No	Amend #7 Yes	Amend #7 No	Prop B Yes	Prop B No
OREGON	COUCH	58	85	61	81	86	51	119	17	96	43
OREGON	HIGHLAND	52	129	77	105	101	71	148	31	114	66
OREGON	JEFF	60	49	49	63	57	48	86	19	82	28
OREGON	JOBE-BILLMORE	33	63	47	51	43	46	75	14	69	23
OREGON	JOHNSON-OZARK	42	86	44	83	62	54	95	23	81	43
OREGON	KING	13	21	12	22	14	18	27	6	19	16
OREGON	MOORE-BLACKPOND	81	133	70	141	113	84	170	31	143	66
OREGON	MYRTLE	76	88	82	81	90	65	137	21	124	41
OREGON	PINEY1	149	218	142	219	170	161	255	81	255	100
OREGON	PINEY2	187	256	168	283	219	202	324	101	329	121
OREGON	THAYER1	263	330	269	324	312	248	505	63	450	134
OREGON	THAYER2	254	270	242	287	331	169	437	61	388	130
OREGON	WOODSIDE	57	64	43	81	45	58	84	27	90	31
OSAGE	002 - ST. GEORGE	257	439	265	437	367	330	535	162	452	256
OSAGE	003 - MASONIC HALL	219	440	247	415	359	284	512	143	439	224
OSAGE	004 - LOOSE CREEK	131	567	253	441	382	298	543	140	378	315
OSAGE	005 - FRANKENSTEIN	33	121	46	110	70	82	108	48	91	66
OSAGE	006 - BONNOTS MILL	38	119	50	107	80	71	110	44	89	66
OSAGE	007 - OAK RIDGE	12	63	34	40	40	36	52	24	38	36
OSAGE	008 - HOPE	27	31	19	39	31	28	42	15	44	19
OSAGE	009 - RICH FOUNTAIN	69	338	136	269	197	200	316	87	244	161
OSAGE	010 - FOLK	26	145	68	103	92	68	123	38	103	65
OSAGE	011 - FREEDOM	37	79	16	101	60	57	91	26	68	52
OSAGE	012 - COOPER HILL	48	61	43	67	50	56	85	22	76	35
OSAGE	013 - BELLE	129	272	114	288	205	184	304	79	286	106
OSAGE	015 - WESTPHALIA	120	547	243	421	358	277	505	130	378	275
OSAGE	016 - PLATTNERS	24	29	20	31	28	23	43	8	32	22
OSAGE	017 - KOELTZTOWN	40	144	57	123	90	89	134	41	123	60
OSAGE	018 - META	58	167	91	132	133	83	182	32	137	87
OSAGE	019 - ARGYLE	12	98	37	74	56	51	78	27	66	42
OSAGE	020 - FREEBURG	64	259	102	218	157	157	233	80	213	106
OSAGE	021 - CHAMOIS	114	231	105	239	167	166	240	93	210	130
OZARK	ABSENTEE	122	88	98	112	136	68	194	16	163	47
OZARK	B. FORK	124	209	102	232	166	150	289	35	240	93
OZARK	BAYOU 1	223	206	141	288	247	164	363	52	333	95
OZARK	BIG CREEK	324	317	238	397	364	264	564	65	502	133
OZARK	BRIDGES	361	383	306	437	395	296	611	94	572	158
OZARK	DAWT	79	97	61	115	99	67	146	22	138	35
OZARK	JACKSON	58	51	37	72	50	52	81	20	68	38
OZARK	L. CREEK	91	72	63	99	100	54	147	12	130	33
OZARK	PONTIAC	99	63	61	101	106	52	149	13	138	23
OZARK	RICHLAND	193	231	162	257	243	154	344	50	307	109
OZARK	THORNFIELD	117	152	105	160	134	117	226	34	189	69
PEMISCOT	001 BRAGGADOCIO	30	32	27	40	36	29	56	7	37	28
PEMISCOT	002 DEERING	59	74	54	75	69	50	88	26	95	33
PEMISCOT	003 BUTLER/CON/GODAIR	107	103	75	126	85	103	164	34	141	52
PEMISCOT	005 COOTER/TYLER	65	92	79	85	81	75	138	24	129	32
PEMISCOT	006 STEELE	193	181	178	209	189	175	293	55	287	77
PEMISCOT	008 HAYTI - 1	217	196	219	205	198	193	306	83	377	58
PEMISCOT	009 HAYTI - 2	155	147	135	162	151	137	208	64	237	49
PEMISCOT	009 HOLLAND	35	54	31	73	59	40	83	15	80	23
PEMISCOT	010 HOMESTOWN_WARDELL_N. WARDELL	98	133	101	134	136	86	177	41	185	44
PEMISCOT	011 CARUTHERSVILLE - 1	84	85	86	116	81	115	136	49	166	30
PEMISCOT	012 CARUTHERSVILLE - 2	131	152	141	162	145	140	224	59	219	77
PEMISCOT	013 CARUTHERSVILLE - 3	202	219	218	257	236	214	371	86	347	124
PEMISCOT	014 CARUTHERSVILLE - 4	278	317	177	244	201	189	317	73	321	83
PEMISCOT	015 McCARTYCOTTONWOOD	98	114	100	121	110	96	173	32	155	58
PEMISCOT	018 PASCOLA	37	47	34	55	43	40	70	11	64	23
PEMISCOT	019 BRAGG CITY	21	37	31	30	28	28	43	12	49	9
PEMISCOT	020 VIRGINIA	36	52	49	35	46	32	73	9	53	30
PEMISCOT	999 ABSENTEE	58	60	66	49	75	35	110	6	90	25
PEMISCOT	998 FEDERAL	0	2	0	2	0	2	2	0	2	0
PERRY	001 Belgique/Sereno	63	100	61	100	91	59	132	20	126	35
PERRY	002 Altenburg 	39	188	95	133	124	93	182	35	146	76
PERRY	003 Frohna	54	198	114	138	145	96	199	45	153	98
PERRY	004 Perry 1	255	571	382	441	506	271	657	125	554	260
PERRY	005 Perry 2	240	554	345	451	449	292	588	145	538	240
PERRY	006 Perry 3	250	540	353	428	460	283	606	125	549	219
PERRY	007 Perry 4	156	288	211	231	257	165	355	67	308	126
PERRY	008 Perry 5	164	356	221	302	302	189	396	100	350	161
PERRY	009 Biehle	59	221	129	144	140	121	215	48	188	87
PERRY	010 Highland	65	146	81	125	109	86	176	28	146	60
PERRY	011 Crosstown	37	124	75	83	90	53	119	22	93	58
PERRY	012 Farrar	15	113	56	71	56	59	89	28	63	58
PERRY	013 Brewer	136	250	145	236	206	157	309	59	308	70
PERRY	014 Lithium	76	96	61	110	102	56	144	14	127	39
PERRY	015 Silver Lake	93	151	81	164	127	94	183	44	167	73
PERRY	016 Yount	112	158	104	166	150	110	218	44	205	64
PERRY	017 Longtown	40	137	76	99	93	67	137	27	111	63
PERRY	018 Union Town	41	223	92	166	131	112	192	54	158	95
PERRY	019 Absentee	157	256	208	198	261	128	353	38	279	122
PETTIS	001 W1-P1	238	227	199	265	279	174	387	67	342	123
PETTIS	002 W1-P2	238	249	204	282	289	173	416	52	361	120
PETTIS	003 W1-P3	336	313	313	335	401	208	551	71	475	166
PETTIS	004 W2-P1	227	213	168	268	248	174	359	64	337	100
PETTIS	005 W2-P2	233	256	158	330	241	225	405	63	376	110
PETTIS	006 W3-P1	190	206	164	231	235	131	325	50	302	90
PETTIS	007 W3-P2	153	170	109	215	192	115	259	51	266	54
PETTIS	008 W3-P3	311	377	260	426	377	276	577	89	530	150
PETTIS	009 W4-P1	366	433	333	465	491	274	688	80	582	212
PETTIS	010 W4-P2	251	331	280	294	366	185	490	69	411	162
PETTIS	011 W4-P3	311	296	244	362	357	233	534	57	446	156
PETTIS	012 BOWL	146	212	125	231	200	150	312	41	241	117
PETTIS	013 CEDAR	162	174	148	187	205	116	300	24	224	111
PETTIS	014 DRESD	111	182	105	186	159	122	250	33	186	105
PETTIS	015 FLAT	346	412	308	443	405	330	649	91	517	232
PETTIS	016 GREEN	332	495	283	541	440	352	662	134	557	264
PETTIS	017 HOUST	59	108	61	107	85	74	136	25	103	63
PETTIS	018 HUGHS	83	130	66	146	126	76	177	33	138	73
PETTIS	019 LAMONT	252	342	215	377	316	256	493	87	384	205
PETTIS	020 LONG	150	183	102	230	177	145	263	61	209	122
PETTIS	021 PRARIE	530	549	591	477	637	390	904	139	682	380
PETTIS	022 SED-E	370	415	306	476	461	286	671	90	578	199
PETTIS	023 SED-W	161	187	137	211	209	120	287	50	250	97
PETTIS	024 SMITH	274	410	264	414	378	270	556	105	446	231
PETTIS	025 BROOK	204	179	162	216	217	135	327	37	294	86
PETTIS	099 ABSENTEE	591	588	604	563	678	407	1001	115	835	333
PHELPS	0001 Doolittle WD 1	234	287	201	333	324	184	423	84	365	151
PHELPS	0005 Jerome	82	84	47	117	86	67	125	31	122	34
PHELPS	"0006 Newburg WD 1, 2"	133	116	93	167	145	104	209	46	205	50
PHELPS	0008 Edgar Spgs North	340	396	211	538	465	248	602	107	542	191
PHELPS	0012 Dawson/St. James	274	394	244	427	355	290	519	125	491	172
PHELPS	0013 Dillon Central	592	580	615	572	737	412	1038	120	725	452
PHELPS	0014 Dillon North	268	362	218	427	354	267	519	113	451	185
PHELPS	0015 Dillon South	271	320	300	303	362	208	502	73	378	212
PHELPS	0016 Cold Spgs East	128	154	132	156	162	117	240	40	184	101
PHELPS	0017 Cold Spgs West	267	323	217	384	336	239	487	95	431	163
PHELPS	"0020 Meramec N, S"	306	445	288	479	426	311	598	140	503	253
PHELPS	0022 Miller East	201	255	166	303	275	172	377	75	324	136
PHELPS	0023 Miller W/Rolla	348	450	309	501	458	312	677	109	552	243
PHELPS	0024 St. James Ward 1	102	146	101	151	142	94	185	57	181	65
PHELPS	0026 St. James Ward 3	126	158	125	162	159	112	215	55	206	72
PHELPS	0027 St. James W 4 & OUT	187	263	192	271	255	191	366	83	323	131
PHELPS	0030 Rolla Ward 1	276	266	267	291	356	176	474	61	390	158
PHELPS	0031 Rolla Ward 2	436	381	428	395	533	242	692	95	548	253
PHELPS	0032 Rolla Ward 3	522	554	584	507	703	349	957	111	737	341
PHELPS	0033 Rolla Ward 4	656	635	748	559	841	422	1118	159	815	479
PHELPS	0034 Rolla Ward 5	340	326	329	348	416	230	560	95	481	183
PHELPS	0035 Rolla Ward 6	193	166	206	156	231	120	298	48	253	107
PHELPS	0037 Rolla Outside South	241	286	221	320	310	206	457	68	380	155
PHELPS	0999 Absentee	630	479	632	474	715	345	955	131	808	291
PIKE	0001 SALT RIVER A	30	25	13	42	21	34	45	8	44	11
PIKE	0002 B BUFFALO	180	123	107	196	165	135	242	56	245	62
PIKE	0003 C BUFFALO	195	176	151	219	210	133	298	56	292	76
PIKE	0004 D BUFFALO	219	222	175	270	264	167	366	66	356	83
PIKE	0005 E BUFFALO	251	286	225	308	298	198	406	95	414	108
PIKE	0006 F CALUMET	203	203	166	238	258	135	341	52	306	96
PIKE	0008 G-H CALUMET	89	108	75	120	113	74	150	36	140	52
PIKE	0009 I PRAIRIEVILLE	145	235	148	225	226	127	293	62	260	108
PIKE	010 K CUIVRE	288	298	237	350	373	202	485	93	432	153
PIKE	011 J-L CUIVRE	332	472	325	471	470	295	633	143	592	199
PIKE	012 M CUIVRE	220	228	159	289	271	157	376	59	350	91
PIKE	013 N-O ASHLEY	76	162	82	156	128	95	182	42	174	63
PIKE	014 P-Q HARTFORD	104	122	80	143	114	88	187	24	151	64
PIKE	015 R-S INDIAN	76	151	68	157	105	104	174	42	156	63
PIKE	016 T-U SPENCER	125	166	89	201	143	138	242	40	214	72
PIKE	017 V PENO	159	233	144	245	206	166	308	66	295	92
PIKE	018 ABSENTEE	183	174	196	149	226	111	309	33	262	90
PLATTE	001 Riverside	815	494	607	697	808	454	1106	171	1064	237
PLATTE	002 Prairie Point	1084	744	1084	737	1135	625	1548	232	1481	319
PLATTE	003 Houston Lake	1090	803	1081	805	1092	721	1589	249	1451	419
PLATTE	004 Parkville	1299	814	1361	748	1247	787	1754	311	1541	558
PLATTE	005 Par 4	1005	697	960	730	1098	539	1443	218	1294	386
PLATTE	006 Platte Hills	775	549	668	655	804	482	1120	177	1010	304
PLATTE	007 Platte Woods	574	377	491	454	569	356	801	122	735	207
PLATTE	008 Lake Waukomis	329	165	302	186	309	174	413	67	393	96
PLATTE	009 Weatherby Lake	656	365	646	372	652	338	870	136	764	251
PLATTE	010 Embassy	465	316	485	293	434	317	647	105	585	177
PLATTE	011 Farley	163	152	143	171	173	129	258	48	242	67
PLATTE	012 Hampton West	829	637	790	670	888	532	1251	188	1084	372
PLATTE	013 Platte City	792	601	633	756	868	492	1175	198	1079	308
PLATTE	014 Beverly	245	190	161	274	250	178	350	80	330	107
PLATTE	015 Weston	658	614	472	794	741	500	1014	221	1001	257
PLATTE	016 New Market	286	211	184	312	249	234	397	90	368	123
PLATTE	017 Edgerton	325	361	256	429	394	277	554	118	503	175
PLATTE	018 Camden Point	249	204	175	272	262	173	370	68	349	97
PLATTE	019 Hoover	441	395	400	436	488	328	703	115	632	203
PLATTE	020 Ferrelview	389	249	357	281	386	237	542	85	493	141
PLATTE	021 Barry East	765	447	714	492	723	449	1002	178	987	212
PLATTE	022 Northern Heights	813	554	770	597	781	547	1143	186	1072	288
PLATTE	023 Line Creek	1029	605	959	676	987	596	1384	215	1307	316
PLATTE	024 Barry North	628	469	661	433	654	392	942	118	837	249
PLATTE	025 Park Hill North	825	591	768	648	882	505	1197	193	1112	294
PLATTE	026 Barrry South	835	501	804	529	783	518	1121	190	1027	298
PLATTE	027 Shiloh	837	776	889	727	1017	556	1419	176	1229	382
PLATTE	033 Absentee	1276	777	1258	778	1361	625	1774	231	1493	533
PLATTE	INTRASTATE NEW RESIDENT	5	2	4	3	3	4	7	0	7	0
PLATTE	TRANSFER	4	2	5	1	4	2	5	1	6	0
PLATTE	PROVISIONAL	6	3	6	3	5	2	4	3	6	3
POLK	001 NORTH BENTON	88	117	68	143	116	92	166	39	152	57
POLK	002 SOUTH BENTON	92	184	107	174	132	138	216	52	185	88
POLK	003 CAMPBELL	59	76	43	96	58	76	118	19	89	49
POLK	004 CLIQUOT	91	122	88	130	120	92	185	25	152	65
POLK	005 FLEMINGTON	36	35	20	56	42	33	59	16	51	25
POLK	006 NORTH GREENE	57	69	38	91	56	68	106	20	93	35
POLK	007 SOUTH GREENE	61	84	47	102	75	70	120	27	103	45
POLK	008 JACKSON	128	215	125	229	158	174	275	61	242	104
POLK	009 JEFFERSON	97	129	69	162	115	116	186	41	162	67
POLK	010 JOHNSON	174	227	139	289	224	183	357	61	330	91
POLK	011 EAST LOONEY	183	259	188	274	252	195	369	68	328	123
POLK	012 WEST LOONEY	112	227	135	221	186	140	263	68	247	88
POLK	013 MCKINLEY	88	139	84	151	102	126	190	36	164	70
POLK	014 EAST MADISON	101	120	78	144	116	98	186	30	156	68
POLK	015 WEST MADISON	59	109	60	111	98	70	140	27	137	30
POLK	016 NE MARION	493	859	718	665	795	537	1182	162	913	460
POLK	017 NW MARION	356	785	564	596	614	491	974	130	742	372
POLK	018 SE MARION	281	556	431	413	495	307	712	98	592	236
POLK	019 SW MARION	261	525	413	386	472	287	645	122	518	266
POLK	020 MOONEY	439	573	400	639	575	410	863	135	783	239
POLK	021 UNION	87	91	65	119	94	78	145	31	138	44
POLK	022 WISHART	82	128	69	148	106	104	171	37	160	55
POLK	998 FEDERAL	1	2	1	2	3	0	3	0	3	0
POLK	999 ABSENTEE	496	480	500	505	574	379	871	95	693	298
PULASKI	ABSENTEE	477	453	447	494	580	323	802	106	696	232
PULASKI	BIG PINEY	61	55	30	86	61	51	96	17	80	35
PULASKI	CROCKER	448	630	386	700	571	468	867	189	782	290
PULASKI	DIXON	512	928	545	911	827	585	1175	236	1024	418
PULASKI	HOOKER	191	199	145	255	228	161	338	51	269	128
PULASKI	LAQUEY	287	455	267	487	415	311	609	127	543	203
PULASKI	RICHLAND	341	409	312	451	446	278	621	109	560	193
PULASKI	ST. ROBERT	734	708	672	783	1003	426	1265	169	1118	326
PULASKI	SWEDEBORG	83	109	62	130	100	87	155	29	156	37
PULASKI	WAYNESVILLE	894	1040	882	1060	1294	616	1648	277	1430	505
PUTNAM	001 Union NE	230	322	237	297	305	218	444	82	385	156
PUTNAM	002 UNION SW	169	305	178	272	222	203	347	81	334	118
PUTNAM	003 MEDICINE	26	63	30	60	49	40	70	17	57	32
PUTNAM	004 - YORK	26	67	31	58	40	44	65	22	66	21
PUTNAM	005 - LINCOLN	16	83	40	56	51	43	82	16	67	31
PUTNAM	006 - LIBERTY	22	74	36	60	49	39	71	19	65	28
PUTNAM	007 - GRANT	34	58	21	67	43	41	62	23	68	23
PUTNAM	008 - MARTINSTOWN	51	118	62	108	91	76	143	22	124	46
PUTNAM	999 - ABSENTEE	64	116	90	88	119	52	155	15	122	56
RALLS	001 Absentee	119	110	111	115	138	81	196	24	174	54
RALLS	002 Saverton 1-2	344	493	321	515	516	296	734	93	566	270
RALLS	004 Spencer 4	272	382	240	412	363	264	526	109	468	186
RALLS	005 Oakwood 5-6	321	495	335	480	496	281	690	99	558	250
RALLS	006 Center 7-8	174	322	178	316	237	229	389	82	330	160
RALLS	008 Liberty 9	50	98	50	99	87	58	121	26	96	51
RALLS	009 Perry 10	231	322	186	368	286	241	440	97	398	158
RALLS	010 Hassard 11	95	193	104	185	163	115	237	44	195	87
RANDOLPH	001 Cairo	274	421	288	405	405	259	553	113	459	225
RANDOLPH	002 Clark	124	154	98	180	149	116	208	55	194	82
RANDOLPH	003 Clifton Hill	48	96	32	112	79	58	99	43	95	47
RANDOLPH	004 Higbee	225	202	120	308	226	183	330	75	329	91
RANDOLPH	005 Huntsville	217	298	163	353	302	202	402	104	385	129
RANDOLPH	006 Moberly 1-1/1-2	293	303	207	381	365	213	471	110	454	143
RANDOLPH	007 Moberly 2-1/3-1	264	289	252	303	351	183	446	90	403	146
RANDOLPH	008 Moberly 2-2/2-3	429	548	440	536	585	364	805	146	696	274
RANDOLPH	009 Moberly 3-2/3-3	465	555	493	526	613	349	796	181	624	390
RANDOLPH	010 Moberly 4-1/4-2	242	242	198	286	295	178	409	66	378	104
RANDOLPH	011 Renick	229	282	166	348	278	215	419	81	376	140
RANDOLPH	012 Salt Springs	195	318	178	332	285	212	394	104	348	165
RANDOLPH	013 South Sugar Creek	195	307	217	283	309	178	394	94	320	178
RANDOLPH	014 Union	261	327	217	373	335	238	470	97	397	193
RANDOLPH	015 Absentee	222	188	212	195	245	139	335	62	300	111
RAY	ABSENTEE	185	167	205	152	239	103	322	31	294	65
RAY	CAMDEN	115	75	80	111	97	89	152	36	155	36
RAY	HARDIN	208	168	152	226	200	163	302	61	307	70
RAY	HENRIETTA	53	46	30	70	60	36	78	21	81	19
RAY	HOMESTEAD VILLAGE	274	202	182	292	292	173	416	53	387	89
RAY	KNOXVILLE	163	199	131	228	206	142	309	46	279	82
RAY	LAWSON	795	859	679	971	1003	591	1389	210	1293	343
RAY	MILLVILLE	98	80	52	122	99	68	153	17	144	31
RAY	ORRICK	439	339	284	492	438	299	621	121	673	99
RAY	RAYVILLE	147	178	119	207	180	136	269	50	266	59
RAY	RICHMOND 1 & 2	740	588	502	820	756	523	1084	194	1098	212
RAY	RICHMOND 3 & 4	739	556	475	821	723	523	1033	213	1036	246
RAY	STET	73	69	52	90	84	51	118	19	117	24
RAY	WOOD HEIGHTS	569	563	478	655	643	451	952	150	886	241
REYNOLDS	001 Black	52	108	48	111	76	72	116	31	122	36
REYNOLDS	002 Oates	49	57	19	85	47	51	69	25	81	19
REYNOLDS	003 Bunker	98	200	69	232	132	155	203	85	212	84
REYNOLDS	004 Centerville	87	88	61	115	85	75	120	42	139	37
REYNOLDS	005 CorrReynolds	35	43	16	65	35	39	57	14	62	16
REYNOLDS	006 Dagonia	27	34	16	44	23	34	45	11	45	15
REYNOLDS	007 Lesterville	181	153	100	234	189	133	255	70	267	62
REYNOLDS	008 Ellington 1	190	266	133	318	204	224	350	82	324	125
REYNOLDS	009 Ellington 2	187	235	147	273	204	194	312	90	318	104
REYNOLDS	010 Redford	113	112	70	155	94	116	173	43	181	44
REYNOLDS	011 Webb Creek	38	57	17	79	49	42	80	12	74	21
REYNOLDS	012 Bluffview	63	34	32	65	55	39	88	6	73	23
REYNOLDS	013 Garwood	44	75	36	86	74	43	96	20	94	25
REYNOLDS	014 Absentee	168	111	122	155	160	99	230	33	236	36
RIPLEY	ABSENTEE	222	184	196	205	232	142	350	40	326	75
RIPLEY	DONIPHAN P1	445	620	393	662	575	425	873	139	748	299
RIPLEY	DONIPHAN P2	275	297	247	317	324	207	451	91	436	127
RIPLEY	FLATWOODS/JOHNSON P2	113	173	114	166	145	123	238	36	203	75
RIPLEY	GATEWOOD/UNION	113	170	86	193	121	137	209	48	196	84
RIPLEY	HARRIS	75	126	69	128	87	99	147	38	160	38
RIPLEY	JORDAN/JOHNSON P1	169	248	108	313	205	197	332	76	296	122
RIPLEY	PINE	28	48	27	51	42	31	57	15	65	11
RIPLEY	POYNOR/CURRENT RIVER	68	109	78	95	86	85	153	14	132	41
RIPLEY	SHIRLEY/KELLY	70	107	67	105	93	69	131	34	132	39
RIPLEY	THOMAS	113	167	102	173	128	125	215	39	224	45
RIPLEY	VARNER	80	113	71	121	81	95	159	22	139	52
RIPLEY	WASHINGTON	114	182	121	168	148	135	229	55	219	74
RIPLEY	WEST DONIPHAN	94	121	67	145	119	85	178	26	153	56
SALINE	ABSENTEE	306	182	276	211	312	141	412	56	367	118
SALINE	ARROW ROCK	54	34	50	38	47	39	60	25	65	23
SALINE	BLACKBURN	90	89	71	104	94	72	140	28	102	71
SALINE	BLACKWATER	80	109	76	112	117	63	166	16	126	61
SALINE	EMMA	22	65	28	58	45	41	71	14	54	35
SALINE	GILLIAM	84	67	62	88	82	60	123	21	97	52
SALINE	GRANDPASS	33	34	25	41	40	23	57	6	45	20
SALINE	HARDEMAN	104	63	73	92	88	75	136	28	105	61
SALINE	HERNDON	86	126	69	143	119	87	178	30	129	83
SALINE	MALTA BEND	75	85	55	107	81	71	120	31	109	51
SALINE	MARSHALL 1	723	652	668	702	811	520	1142	194	987	384
SALINE	MARSHALL 2	527	438	499	460	543	365	808	118	622	335
SALINE	MARSHALL 3	458	379	393	439	481	326	693	111	602	227
SALINE	MARSHALL 4	425	429	352	503	458	353	712	108	650	199
SALINE	MIAMI	113	94	78	130	117	85	177	25	110	99
SALINE	MT. LEONARD	50	53	30	74	53	44	76	20	69	37
SALINE	NELSON	54	55	41	69	60	43	90	15	62	48
SALINE	OREARVILLE	75	143	93	123	112	94	170	36	125	92
SALINE	SLATER	417	304	318	398	426	258	569	106	528	183
SALINE	SWEET SPRINGS	279	366	220	426	348	280	544	81	441	197
SCHUYLER	001 LIBERTY	155	247	126	272	187	193	286	89	251	143
SCHUYLER	002 - PRAIRIE	145	202	117	227	169	160	280	58	223	119
SCHUYLER	003 - GREENTOP	84	93	54	123	99	72	136	35	122	52
SCHUYLER	005 - DOWNING	125	171	83	205	134	138	205	67	190	97
SCHUYLER	006 - GLENWOOD	88	97	51	133	103	76	142	39	123	62
SCHUYLER	998 - ABSENTEES	42	40	37	46	49	30	75	4	63	17
SCOTLAND	001 - ABSENTEE	71	110	80	94	104	63	145	24	122	51
SCOTLAND	002 - EAST JEFF 	197	278	203	268	263	193	377	78	272	192
SCOTLAND	003 - THOMSON-GRANGER	20	15	8	27	13	22	27	8	17	18
SCOTLAND	004 - SANDHILL	44	52	42	54	61	31	64	29	57	38
SCOTLAND	005 - HARRISON	45	95	47	90	71	58	112	16	83	54
SCOTLAND	006 - MT. PLEASANT	51	85	50	84	70	58	109	23	81	54
SCOTLAND	006 - THOMSON-ARBELA 	8	40	11	37	26	21	32	14	22	25
SCOTLAND	007 - WEST JEFFERSON	260	404	280	376	367	361	525	110	405	246
SCOTT	001 Airport	245	432	300	382	403	252	574	87	427	241
SCOTT	002 Davis	596	949	752	818	916	595	1296	219	909	636
SCOTT	003 Kingshighway	339	575	375	545	533	354	801	98	678	231
SCOTT	004 Broadway	165	293	192	280	255	190	375	74	361	98
SCOTT	005 West Malone	213	287	244	300	266	259	390	133	467	75
SCOTT	006 Park	189	249	196	244	242	180	368	56	265	168
SCOTT	007 Miner	264	504	315	477	412	340	651	102	555	214
SCOTT	008 McMullin	22	45	29	41	39	26	56	10	39	26
SCOTT	010 Blodgett	233	483	268	456	391	304	593	105	492	221
SCOTT	011 Benton	256	592	302	541	447	347	683	120	543	280
SCOTT	012 New Hamburg	60	277	133	202	182	134	265	50	216	112
SCOTT	013 Chaffee	484	768	454	821	708	523	1054	192	896	372
SCOTT	014 Kelso	141	525	296	370	380	263	537	108	377	278
SCOTT	015 Scott City	609	974	580	1036	930	635	1344	236	1125	477
SCOTT	016 Haywood City	21	31	18	36	22	29	29	17	40	8
SCOTT	017 Morley	113	207	111	211	172	139	266	47	222	95
SCOTT	018 Vanduser	57	79	30	108	62	66	105	23	80	52
SCOTT	019 Oran	172	552	264	471	366	330	545	162	460	262
SCOTT	020 Perkins	25	45	29	43	41	27	55	15	52	19
SCOTT	021 Diehlstadt	46	112	63	96	82	67	126	26	93	60
SCOTT	022 Commerce	93	149	94	150	113	117	196	39	171	67
SCOTT	023 Absentees	235	319	293	268	345	180	485	65	379	173
SHANNON	001 - BIRCH TREE	216	312	170	356	279	213	421	78	399	120
SHANNON	002 - EMINENCE	386	360	246	493	325	384	547	166	550	190
SHANNON	003 - MONTIER	113	154	88	179	147	117	231	33	203	66
SHANNON	004 - MOORE	25	47	19	52	31	39	47	21	54	17
SHANNON	005 - NEWTON	49	72	37	86	61	53	91	25	91	29
SHANNON	006 - SPRING VALLEY	120	253	144	224	177	165	287	65	272	95
SHANNON	007 - WINONA	345	484	215	608	338	445	559	223	594	222
SHANNON	999 - ABSENTEE	200	159	131	219	168	156	276	62	263	86
SHELBY	001 BETHEL_TIGER FORK	120	286	134	263	180	200	262	117	215	171
SHELBY	002 BLACK CREEK_SHELBYVILLE	155	250	129	272	229	162	323	67	230	168
SHELBY	003 EMDEN_NORTH RIVER	24	43	32	35	41	22	46	18	42	24
SHELBY	004 - SALT RIVER EAST_SHELBINA EAST	219	281	219	281	282	190	397	80	342	149
SHELBY	005 JACKSON_HUNNEWELL	52	117	56	111	100	65	139	29	106	63
SHELBY	006 -  TAYLOR_LEONARD	31	103	41	90	69	51	92	33	71	59
SHELBY	007 - CLAY_JEFFERSON	213	332	205	334	314	200	415	102	342	194
SHELBY	008 - SALT RIVER WEST_LENTNER	170	362	208	325	330	183	437	85	346	183
SHELBY	998 - ABSENTEES	132	129	147	122	167	92	229	36	195	73
ST CHARLES	1	287	213	248	249	329	142	406	67	382	103
ST CHARLES	4	197	223	155	261	226	162	346	45	327	80
ST CHARLES	5	165	164	117	215	190	125	264	51	256	73
ST CHARLES	6	114	94	71	138	120	76	165	29	177	25
ST CHARLES	11	457	345	365	437	510	241	668	93	623	154
ST CHARLES	12	242	185	184	241	271	123	344	49	335	77
ST CHARLES	14	272	215	216	271	299	140	388	65	395	78
ST CHARLES	15	379	346	383	337	443	240	626	58	548	156
ST CHARLES	16	401	352	433	317	508	187	618	84	548	177
ST CHARLES	21	368	437	477	330	510	238	655	101	590	204
ST CHARLES	22	372	373	398	342	455	225	623	69	537	180
ST CHARLES	23	292	369	367	290	420	216	553	88	470	177
ST CHARLES	24	490	396	424	459	548	277	709	123	700	169
ST CHARLES	25	392	449	448	393	552	253	721	90	640	190
ST CHARLES	26	274	269	274	275	329	195	460	67	408	127
ST CHARLES	27	457	445	532	372	555	294	769	94	670	219
ST CHARLES	28	318	350	374	293	388	231	565	66	486	159
ST CHARLES	31	372	343	350	367	479	197	615	78	536	165
ST CHARLES	32	277	267	273	272	358	152	448	65	423	99
ST CHARLES	33	281	284	290	275	363	168	466	70	428	120
ST CHARLES	34	354	355	432	277	462	217	584	93	520	181
ST CHARLES	35	264	229	214	280	280	177	398	73	398	80
ST CHARLES	36	341	385	364	365	461	214	610	73	580	139
ST CHARLES	37	379	355	413	317	470	218	614	82	571	146
ST CHARLES	41	299	194	225	269	317	151	427	49	393	93
ST CHARLES	42	351	274	300	317	401	182	516	70	492	119
ST CHARLES	43	253	318	276	295	354	185	463	75	416	144
ST CHARLES	44	364	284	278	368	397	204	524	85	507	124
ST CHARLES	45	492	422	466	448	559	295	727	137	661	230
ST CHARLES	47	334	234	252	315	366	170	475	64	462	88
ST CHARLES	51	401	404	430	372	500	250	647	108	645	140
ST CHARLES	53	329	352	386	295	441	204	588	73	491	173
ST CHARLES	54	411	337	322	420	463	229	618	82	621	114
ST CHARLES	55	288	372	322	338	425	209	558	77	456	193
ST CHARLES	56	380	373	370	386	459	257	618	100	578	166
ST CHARLES	57	414	511	515	408	562	313	781	112	637	273
